INSTALACION,0
169939,-0.10762185347861605
169940,-0.02
169941,-0.02
169942,-0.02
169943,-0.02
169944,-0.02
169945,-0.02
169946,-0.02
169947,-0.02
169948,-0.02
169949,-0.02
169950,-0.02
169951,-0.02
169952,-0.02
169953,-0.02
169954,-0.02
169955,-0.02
169956,-0.02
169957,-0.02
169958,-0.02
169959,-0.02
169960,-0.02
169961,-0.10762185347861605
169962,-0.02
169963,-0.02
169964,-0.08302162938617884
169965,-0.02
169966,-0.02
169967,-0.02
169968,-0.02
169969,-0.02
169970,-0.02
169971,-0.02
169972,-0.02
169973,-0.02
169974,-0.02
169975,-0.02
169976,-0.02
169977,-0.10003691379376861
169978,-0.02
169979,-0.02
169980,-0.02
169981,-0.02
169982,-0.02
169983,-0.02
169984,-0.02
169985,-0.02
169986,-0.02
169987,-0.02
169988,-0.02
169989,-0.10762185347861605
169990,-0.02
169991,-0.02
169992,-0.02
169993,-0.02
169994,-0.02
169995,-0.02
169996,-0.02
169997,-0.02
169998,-0.02
169999,-0.02
170000,-0.02
170001,-0.02
170002,-0.10762185347861605
170003,-0.02
170004,-0.02
170005,-0.02
170006,-0.02
170007,-0.02
170008,-0.02
170009,-0.02
170010,-0.02
170011,-0.02
170012,-0.10762185347861605
170013,-0.02
170014,-0.02
170015,-0.02
170016,-0.02
170017,-0.02
170018,-0.02
170019,-0.08566609763618264
170020,-0.02
170021,-0.02
170022,-0.02
170023,-0.02
170024,-0.02
170025,-0.02
170026,-0.02
170027,-0.02
170028,-0.02
170029,-0.02
170030,-0.02
170031,-0.02
170032,-0.02
170033,-0.02
170034,-0.02
170035,-0.02
170036,-0.02
170037,-0.02
170038,-0.02
170039,-0.02
170040,-0.02
170041,-0.02
170042,-0.02
170043,-0.02
170044,-0.02
170045,-0.02
170046,-0.02
170047,-0.02
170048,-0.02
170049,-0.02
170050,-0.02
170051,-0.02
170052,-0.02
170053,-0.10762185347861605
170054,-0.02
170055,-0.02
170056,-0.02
170057,-0.02
170058,-0.02
170059,-0.02
170060,-0.02
170061,-0.02
170062,-0.0857263021212104
170063,-0.02
170064,-0.02
170065,-0.02
170066,-0.02
170067,-0.02
170068,-0.02
170069,-0.02
170070,-0.10762185347861605
170071,-0.02
170072,-0.02
170073,-0.02
170074,-0.02
170075,-0.02
170076,-0.02
170077,-0.02
170078,-0.02
170079,-0.02
170080,-0.02
170081,-0.02
170082,-0.02
170083,-0.02
170084,-0.02
170085,-0.02
170086,-0.02
170087,-0.02
170088,-0.02
170089,-0.02
170090,-0.02
170091,-0.10762185347861605
170092,-0.10039578496978879
170093,-0.02
170094,-0.02
170095,-0.10762185347861605
170096,-0.02
170097,-0.02
170098,-0.02
170099,-0.02
170100,-0.10762185347861605
170101,-0.02
170102,-0.02
170103,-0.02
170104,-0.02
170105,-0.10762185347861605
170106,-0.042842547501638156
170107,-0.02
170108,-0.02
170109,-0.02
170110,-0.02
170111,-0.02
170112,-0.02
170113,-0.02
170114,-0.02
170115,-0.02
170116,-0.02
170117,-0.02
170118,-0.02
170119,-0.02
170120,-0.02
170121,-0.02
170122,-0.02
170123,-0.10762185347861605
170124,-0.10762185347861605
170125,-0.02
170126,-0.02
170127,-0.02
170128,-0.10762185347861605
170129,-0.02
170130,-0.02
170131,-0.02
170132,-0.02
170133,-0.02
170134,-0.02
170135,-0.02
170136,-0.02
170137,-0.02
170138,-0.02
170139,-0.02
170140,-0.02
170141,-0.10762185347861605
170142,-0.02
170143,-0.02
170144,-0.02
170145,-0.02
170146,-0.09723869215584119
170147,-0.02
170148,-0.02
170149,-0.02
170150,-0.10762185347861605
170151,-0.02
170152,-0.02
170153,-0.02
170154,-0.02
170155,-0.02
170156,-0.02
170157,-0.02
170158,-0.02
170159,-0.02
170160,-0.02
170161,-0.02
170162,-0.02
170163,-0.02
170164,-0.10762185347861605
170165,-0.10762185347861605
170166,-0.02
170167,-0.02
170168,-0.02
170169,-0.02
170170,-0.02
170171,-0.02
170172,-0.02
170173,-0.02
170174,-0.02
170175,-0.02
170176,-0.02
170177,-0.02
170178,-0.02
170179,-0.02
170180,-0.02
170181,-0.02
170182,-0.02
241179,-0.02
241180,-0.02
241181,-0.02
241182,-0.02
241184,-0.02
241185,-0.02
241186,-0.02
241187,-0.02
241188,-0.02
241189,-0.02
241190,-0.02
241191,-0.09762284415927105
241192,-0.02
241193,-0.02
241194,-0.10762185347861605
241195,-0.02
241196,-0.02
241197,-0.02
241198,-0.02
241199,-0.02
241200,-0.10762185347861605
241201,-0.02
241202,-0.02
241203,-0.02
241204,-0.02
241205,-0.02
241206,-0.02
241207,-0.02
241208,-0.02
241209,-0.02
241210,-0.02
241211,-0.02
241212,-0.02
241213,-0.10762185347861605
241214,-0.02
241215,-0.02
241216,-0.09719190151388618
241217,-0.02
241218,-0.02
241219,-0.02
241220,-0.02
241221,-0.02
241222,-0.02
241223,-0.02
241224,-0.02
